2022/01/02 23:29:43,57.0,1.0
2022/01/02 23:44:43,57.0,1.0
2022/01/02 23:59:43,57.0,1.0
2022/01/03 00:14:44,57.0,1.0
2022/01/03 00:29:44,57.0,1.0
2022/01/03 00:44:45,57.0,1.0
2022/01/03 00:59:45,57.0,1.0
2022/01/03 01:14:45,57.0,1.0
2022/01/03 01:29:46,57.0,1.0
2022/01/03 01:44:46,57.0,1.0
2022/01/03 01:59:47,57.0,1.0
2022/01/03 02:14:47,57.0,1.0
2022/01/03 02:29:47,57.0,1.0
2022/01/03 02:44:48,57.0,1.0
2022/01/03 02:59:48,57.0,1.0
2022/01/03 03:14:49,57.0,1.0
2022/01/03 03:29:49,57.0,1.0
2022/01/03 03:44:49,57.0,1.0
2022/01/03 03:59:50,57.0,1.0
2022/01/03 04:14:50,57.0,1.0
2022/01/03 04:29:51,57.0,1.0
2022/01/03 04:44:51,57.0,1.0
2022/01/03 04:59:51,57.0,1.0
2022/01/03 05:14:52,57.0,1.0
2022/01/03 05:29:52,57.0,1.0
2022/01/03 05:44:52,57.0,1.0
2022/01/03 05:59:53,57.0,1.0
2022/01/03 06:14:53,57.0,1.0
2022/01/03 06:29:54,57.0,1.0
2022/01/03 06:44:54,57.0,1.0
2022/01/03 06:59:55,57.0,1.0
2022/01/03 07:14:55,57.0,1.0
2022/01/03 07:29:55,57.0,1.0
2022/01/03 07:44:56,57.0,1.0
2022/01/03 07:59:56,57.0,1.0
2022/01/03 08:14:56,57.0,1.0
2022/01/03 08:29:57,51.0,0.9825295014702092
2022/01/03 08:44:57,53.0,0.9851325842134464
2022/01/03 08:59:58,51.0,0.9971585829334315
2022/01/03 09:14:58,52.0,0.9982885936341757
2022/01/03 09:29:58,51.0,0.9900372619677204
2022/01/03 09:44:59,50.0,0.9827513683835621
2022/01/03 09:59:59,51.0,0.9887457823673055
2022/01/03 10:15:00,49.0,0.9951823115659393
2022/01/03 10:30:00,48.0,0.9976254815892283
2022/01/03 10:45:00,57.0,1.0
2022/01/03 11:00:01,48.0,1.0
2022/01/03 11:15:01,50.0,1.0
2022/01/03 11:30:02,57.0,1.0
2022/01/03 11:45:02,49.0,1.0
2022/01/03 12:00:03,47.0,1.0
2022/01/03 12:15:03,57.0,1.0
2022/01/03 12:30:03,57.0,1.0
2022/01/03 12:45:04,48.0,0.9983507656070862
2022/01/03 13:00:04,50.0,1.0
2022/01/03 13:15:05,47.0,1.0
2022/01/03 13:30:05,48.0,0.9994495518497521
2022/01/03 13:45:05,47.0,1.0
2022/01/03 14:00:06,48.0,1.0
2022/01/03 14:15:06,48.0,1.0
2022/01/03 14:30:07,48.0,0.9994495518497521
2022/01/03 14:45:07,48.0,1.0
2022/01/03 15:00:07,46.0,1.0
2022/01/03 15:15:08,47.0,0.9994481451445325
2022/01/03 15:30:08,46.0,1.0
2022/01/03 15:45:09,47.0,1.0
2022/01/03 16:00:09,49.0,1.0
2022/01/03 16:15:10,50.0,0.9971882732091624
2022/01/03 16:30:10,49.0,1.0
2022/01/03 16:45:10,49.0,1.0
2022/01/03 17:00:11,49.0,0.9988991036995044
